heading_id,description,guide,guide_id,fqcc,sid
5309,Woven fabrics of flax,Textiles and textile articles,18,5309000000,41672
5310,Woven fabrics of jute or of other textile bast fibres of heading 5303,Textiles and textile articles,18,5310000000,41689
5311,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn,Textiles and textile articles,18,5311000000,41698
5401,"Sewing thread of man-made filaments, whether or not put up for retail sale",Textiles and textile articles,18,5401000000,41702
5402,"Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex",Textiles and textile articles,18,5402000000,41711
5403,"Artificial filament yarn (other than sewing thread), not put up for retail sale, including artificial monofilament of less than 67 decitex",Textiles and textile articles,18,5403000000,41790
5404,"Synthetic monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of synthetic textile materials of an apparent width not exceeding 5 mm",Textiles and textile articles,18,5404000000,41808
5405,"Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw), of artificial textile materials, of an apparent width not exceeding 5 mm",Textiles and textile articles,18,5405000000,41824
5406,"Man-made filament yarn (other than sewing thread), put up for retail sale",Textiles and textile articles,18,5406000000,41825
5407,"Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 5404",Textiles and textile articles,18,5407000000,41828
5408,"Woven fabrics of artificial filament yarn, including woven fabrics obtained from materials of heading 5405",Textiles and textile articles,18,5408000000,41885
5501,Synthetic filament tow,Textiles and textile articles,18,5501000000,41902
5502,Artificial filament tow,Textiles and textile articles,18,5502000000,41909
5503,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning",Textiles and textile articles,18,5503000000,41912
5504,"Artificial staple fibres, not carded, combed or otherwise processed for spinning",Textiles and textile articles,18,5504000000,41936
5505,"Waste (including noils, yarn waste and garnetted stock) of man-made fibres",Textiles and textile articles,18,5505000000,41943
5506,"Synthetic staple fibres, carded, combed or otherwise processed for spinning",Textiles and textile articles,18,5506000000,41951
5507,"Artificial staple fibres, carded, combed or otherwise processed for spinning",Textiles and textile articles,18,5507000000,41962
5508,"Sewing thread of man-made staple fibres, whether or not put up for retail sale",Textiles and textile articles,18,5508000000,41963
5509,"Yarn (other than sewing thread) of synthetic staple fibres, not put up for retail sale",Textiles and textile articles,18,5509000000,41974
5510,"Yarn (other than sewing thread) of artificial staple fibres, not put up for retail sale",Textiles and textile articles,18,5510000000,42034
5511,"Yarn (other than sewing thread) of man-made staple fibres, put up for retail sale",Textiles and textile articles,18,5511000000,42041
5512,"Woven fabrics of synthetic staple fibres, containing 85 % or more by weight of synthetic staple fibres",Textiles and textile articles,18,5512000000,42045
5513,"Woven fabrics of synthetic staple fibres, containing less than 85 % by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170 g/m<sup>2</sup>",Textiles and textile articles,18,5513000000,42061
5514,"Woven fabrics of synthetic staple fibres, containing less than 85 % by weight of such fibres, mixed mainly or solely with cotton, of a weight exceeding 170 g/m<sup>2</sup>",Textiles and textile articles,18,5514000000,42088
5515,Other woven fabrics of synthetic staple fibres,Textiles and textile articles,18,5515000000,42109
5516,Woven fabrics of artificial staple fibres,Textiles and textile articles,18,5516000000,42162
5601,"Wadding of textile materials and articles thereof; textile fibres, not exceeding 5 mm in length (flock), textile dust and mill neps",Textiles and textile articles,18,5601000000,42191
5602,"Felt, whether or not impregnated, coated, covered or laminated",Textiles and textile articles,18,5602000000,42208
5603,"Nonwovens, whether or not impregnated, coated, covered or laminated",Textiles and textile articles,18,5603000000,42225
5604,"Rubber thread and cord, textile covered; textile yarn, and strip and the like of heading 5404 or 5405, impregnated, coated, covered or sheathed with rubber or plastics",Textiles and textile articles,18,5604000000,42254
5605,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading 5404 or 5405, combined with metal in the form of thread, strip or powder or covered with metal",Textiles and textile articles,18,5605000000,42267
5606,"Gimped yarn, and strip and the like of heading 5404 or 5405, gimped (other than those of heading 5605 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop wale-yarn",Textiles and textile articles,18,5606000000,42268
5607,"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics",Textiles and textile articles,18,5607000000,42273
5608,"Knotted netting of twine, cordage or rope; made-up fishing nets and other made-up nets, of textile materials",Textiles and textile articles,18,5608000000,42311
5609,"Articles of yarn, strip or the like of heading 5404 or 5405, twine, cordage, rope or cables, not elsewhere specified or included",Textiles and textile articles,18,5609000000,42332
5701,"Carpets and other textile floor coverings, knotted, whether or not made up",Textiles and textile articles,18,5701000000,42334
5702,"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, including 'Kelem', 'Schumacks', 'Karamanie' and similar hand-woven rugs",Textiles and textile articles,18,5702000000,42350
5703,"Carpets and other textile floor coverings, tufted, whether or not made up",Textiles and textile articles,18,5703000000,42396
5704,"Carpets and other textile floor coverings, of felt, not tufted or flocked, whether or not made up",Textiles and textile articles,18,5704000000,42423
5705,"Other carpets and other textile floor coverings, whether or not made up",Textiles and textile articles,18,5705000000,42428
5801,"Woven pile fabrics and chenille fabrics, other than fabrics of heading 5802 or 5806",Textiles and textile articles,18,5801000000,42450
5802,"Terry towelling and similar woven terry fabrics, other than narrow fabrics of heading 5806; tufted textile fabrics, other than products of heading 5703",Textiles and textile articles,18,5802000000,42484
5803,"Gauze, other than narrow fabrics of heading 5806",Textiles and textile articles,18,5803000000,42492
5804,"Tulles and other net fabrics, not including woven, knitted or crocheted fabrics; lace in the piece, in strips or in motifs, other than fabrics of headings 6002 to 6006",Textiles and textile articles,18,5804000000,42503
5805,"Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up",Textiles and textile articles,18,5805000000,42517
5806,"Narrow woven fabrics, other than goods of heading 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",Textiles and textile articles,18,5806000000,42518
5807,"Labels, badges and similar articles of textile materials, in the piece, in strips or cut to shape or size, not embroidered",Textiles and textile articles,18,5807000000,42536
5808,"Braids in the piece; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles",Textiles and textile articles,18,5808000000,42547
5809,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included",Textiles and textile articles,18,5809000000,42550
5810,"Embroidery in the piece, in strips or in motifs",Textiles and textile articles,18,5810000000,42551
5811,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 5810",Textiles and textile articles,18,5811000000,42581
5901,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like; tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a kind used for hat foundations",Textiles and textile articles,18,5901000000,42602
5902,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, polyesters or viscose rayon",Textiles and textile articles,18,5902000000,42605
5903,"Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 5902",Textiles and textile articles,18,5903000000,42615
5904,"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape",Textiles and textile articles,18,5904000000,42634
5905,Textile wall coverings,Textiles and textile articles,18,5905000000,42641
5906,"Rubberised textile fabrics, other than those of heading 5902",Textiles and textile articles,18,5906000000,42659
5907,"Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio backcloths or the like",Textiles and textile articles,18,5907000000,42668
5908,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas-mantle fabric therefor, whether or not impregnated",Textiles and textile articles,18,5908000000,42671
5909,"Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials",Textiles and textile articles,18,5909000000,42672
5910,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material",Textiles and textile articles,18,5910000000,42675
5911,"Textile products and articles, for technical uses, specified in note 7 to this chapter",Textiles and textile articles,18,5911000000,42676
6001,"Pile fabrics, including 'long pile' fabrics and terry fabrics, knitted or crocheted",Textiles and textile articles,18,6001000000,42703
6002,"Knitted or crocheted fabrics of a width not exceeding 30 cm, containing by weight 5 % or more of elastomeric yarn or rubber thread, other than those of heading 6001",Textiles and textile articles,18,6002000000,42728
6003,"Knitted or crocheted fabrics of a width not exceeding 30 cm, other than those of heading 6001 or 6002",Textiles and textile articles,18,6003000000,73882
6004,"Knitted or crocheted fabrics of a width exceeding 30 cm, containing by weight 5 % or more of elastomeric yarn or rubber thread, other than those of heading 6001",Textiles and textile articles,18,6004000000,73890
6005,"Warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004",Textiles and textile articles,18,6005000000,73912
6006,Other knitted or crocheted fabrics,Textiles and textile articles,18,6006000000,73942
6101,"Men's or boys' overcoats, car coats, capes, cloaks, anoraks (including ski jackets), windcheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading 6103",Textiles and textile articles,18,6101000000,42797
6102,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks (including ski jackets), windcheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading 6104",Textiles and textile articles,18,6102000000,42812
6103,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted",Textiles and textile articles,18,6103000000,42827
6104,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted",Textiles and textile articles,18,6104000000,42859
6105,"Men's or boys' shirts, knitted or crocheted",Textiles and textile articles,18,6105000000,42907
6106,"Women's or girls' blouses, shirts and shirt-blouses, knitted or crocheted",Textiles and textile articles,18,6106000000,42915
6107,"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles, knitted or crocheted",Textiles and textile articles,18,6107000000,42923
6108,"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, dressing gowns and similar articles, knitted or crocheted",Textiles and textile articles,18,6108000000,42944
6109,"T-shirts, singlets and other vests, knitted or crocheted",Textiles and textile articles,18,6109000000,42978
6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted",Textiles and textile articles,18,6110000000,42984
6111,"Babies' garments and clothing accessories, knitted or crocheted",Textiles and textile articles,18,6111000000,43032
6112,"Tracksuits, ski suits and swimwear, knitted or crocheted",Textiles and textile articles,18,6112000000,43047
6113,"Garments, made up of knitted or crocheted fabrics of heading 5903, 5906, or 5907",Textiles and textile articles,18,6113000000,43069
6114,"Other garments, knitted or crocheted",Textiles and textile articles,18,6114000000,43072
6115,"Pantyhose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted",Textiles and textile articles,18,6115000000,43077
6116,"Gloves, mittens and mitts, knitted or crocheted",Textiles and textile articles,18,6116000000,43099
6117,"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories",Textiles and textile articles,18,6117000000,43108
6201,"Men's or boys' overcoats, car coats, capes, cloaks, anoraks (including ski jackets), windcheaters, wind-jackets and similar articles, other than those of heading 6203",Textiles and textile articles,18,6201000000,43116
6202,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks (including ski jackets), windcheaters, wind-jackets and similar articles, other than those of heading 6204",Textiles and textile articles,18,6202000000,43145
6203,"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear)",Textiles and textile articles,18,6203000000,43175
6204,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear)",Textiles and textile articles,18,6204000000,43246
6205,Men's or boys' shirts,Textiles and textile articles,18,6205000000,43395
6206,"Women's or girls' blouses, shirts and shirt-blouses",Textiles and textile articles,18,6206000000,43406
6207,"Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles",Textiles and textile articles,18,6207000000,43418
6208,"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, dressing gowns and similar articles",Textiles and textile articles,18,6208000000,43446
6209,Babies' garments and clothing accessories,Textiles and textile articles,18,6209000000,43481
6210,"Garments, made up of fabrics of headings 5602, 5603, 5903, 5906 or 5907",Textiles and textile articles,18,6210000000,43498
6211,"Tracksuits, ski suits and swimwear; other garments",Textiles and textile articles,18,6211000000,43512
6212,"Brassières, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, whether or not knitted or crocheted",Textiles and textile articles,18,6212000000,43557
6213,Handkerchiefs,Textiles and textile articles,18,6213000000,43562
6214,"Shawls, scarves, mufflers, mantillas, veils and the like",Textiles and textile articles,18,6214000000,43568
6215,"Ties, bow ties and cravats",Textiles and textile articles,18,6215000000,43594
6216,"Gloves, mittens and mitts",Textiles and textile articles,18,6216000000,43604
6217,"Other made-up clothing accessories; parts of garments or of clothing accessories, other than those of heading 6212",Textiles and textile articles,18,6217000000,43605
6301,Blankets and travelling rugs,Textiles and textile articles,18,6301000000,43611
6301,I. OTHER MADE-UP TEXTILE ARTICLES,Textiles and textile articles,18,6301000000,43611
6302,"Bedlinen, table linen, toilet linen and kitchen linen",Textiles and textile articles,18,6302000000,43645
6303,Curtains (including drapes) and interior blinds; curtain or bed valances,Textiles and textile articles,18,6303000000,43714
6304,"Other furnishing articles, excluding those of heading 9404",Textiles and textile articles,18,6304000000,43740
6305,"Sacks and bags, of a kind used for the packing of goods",Textiles and textile articles,18,6305000000,43769
6306,"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods",Textiles and textile articles,18,6306000000,43802
6307,"Other made-up articles, including dress patterns",Textiles and textile articles,18,6307000000,43820
6308,II. SETS,Textiles and textile articles,18,6308000000,43837
6308,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered tablecloths or serviettes, or similar textile articles, put up in packings for retail sale",Textiles and textile articles,18,6308000000,43837
6309,III. WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,Textiles and textile articles,18,6309000000,43845
6309,Worn clothing and other worn articles,Textiles and textile articles,18,6309000000,43845
6310,"Used or new rags, scrap twine, cordage, rope and cables and worn-out articles of twine, cordage, rope or cables, of textile materials",Textiles and textile articles,18,6310000000,43847
6401,"Waterproof footwear with outer soles and uppers of rubber or of plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes",Footwear,8,6401000000,43854
6402,Other footwear with outer soles and uppers of rubber or plastics,Footwear,8,6402000000,43868
6403,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather",Footwear,8,6403000000,43915
6404,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials",Footwear,8,6404000000,44034
6405,Other footwear,Footwear,8,6405000000,44047
6406,"Parts of footwear (including uppers whether or not attached to soles other than outer soles); removable insoles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof",Footwear,8,6406000000,44061
6801,"Setts, curbstones and flagstones, of natural stone (except slate)",Ceramics,3,6801000000,44163
6802,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially coloured granules, chippings and powder, of natural stone (including slate)",Ceramics,3,6802000000,44164
6803,Worked slate and articles of slate or of agglomerated slate,Ceramics,3,6803000000,44196
6804,"Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives, or of ceramics, with or without parts of other materials",Ceramics,3,6804000000,44199
6805,"Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up",Ceramics,3,6805000000,44217
6806,"Slag-wool, rock-wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading 6811 or 6812 or of Chapter 69",Ceramics,3,6806000000,44225
6807,"Articles of asphalt or of similar material (for example, petroleum bitumen or coal tar pitch)",Ceramics,3,6807000000,44231
6808,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste of wood, agglomerated with cement, plaster or other mineral binders",Ceramics,3,6808000000,44238
6809,Articles of plaster or of compositions based on plaster,Ceramics,3,6809000000,44239
6810,"Articles of cement, of concrete or of artificial stone, whether or not reinforced",Ceramics,3,6810000000,44244
6811,"Articles of asbestos-cement, of cellulose fibre-cement or the like",Ceramics,3,6811000000,44262
6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforced, other than goods of heading 6811 or 6813",Ceramics,3,6812000000,44271
6813,"Friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined with textile or other materials",Ceramics,3,6813000000,44282
6814,"Worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials",Ceramics,3,6814000000,44289
6815,"Articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included",Ceramics,3,6815000000,44294
6901,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths",Ceramics,3,6901000000,44311
6901,"I. GOODS OF SILICEOUS FOSSIL MEALS OR OF SIMILAR SILICEOUS EARTHS, AND REFRACTORY GOODS",Ceramics,3,6901000000,44311
6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths",Ceramics,3,6902000000,44315
6903,"Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and slide gates), other than those of siliceous fossil meals or of similar siliceous earths",Ceramics,3,6903000000,44323
6904,"Ceramic building bricks, flooring blocks, support or filler tiles and the like",Ceramics,3,6904000000,44337
6904,II. OTHER CERAMIC PRODUCTS,Ceramics,3,6904000000,44337
6905,"Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods",Ceramics,3,6905000000,44341
6906,"Ceramic pipes, conduits, guttering and pipe fittings",Ceramics,3,6906000000,44344
6907,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and the like, whether or not on a backing",Ceramics,3,6907000000,44345
6909,"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods",Ceramics,3,6909000000,44372
6910,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures",Ceramics,3,6910000000,44382
6911,"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china",Ceramics,3,6911000000,44385
6912,"Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china",Ceramics,3,6912000000,44388
6913,Statuettes and other ornamental ceramic articles,Ceramics,3,6913000000,44393
6914,Other ceramic articles,Ceramics,3,6914000000,44401
7201,I. PRIMARY MATERIALS; PRODUCTS IN GRANULAR OR POWDER FORM,Iron and Steel,10,7201000000,44811
7201,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",Iron and Steel,10,7201000000,44811
7202,Ferro-alloys,Iron and Steel,10,7202000000,44824
7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94 %, in lumps, pellets or similar forms",Iron and Steel,10,7203000000,44883
7204,Ferrous waste and scrap; remelting scrap ingots of iron or steel,Iron and Steel,10,7204000000,44886
7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel",Iron and Steel,10,7205000000,44908
7206,II. IRON AND NON-ALLOY STEEL,Iron and Steel,10,7206000000,44915
7206,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 7203),Iron and Steel,10,7206000000,44915
7207,Semi-finished products of iron or non-alloy steel,Iron and Steel,10,7207000000,44919
7208,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated",Iron and Steel,10,7208000000,44986
7209,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated",Iron and Steel,10,7209000000,45192
7210,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated",Iron and Steel,10,7210000000,45242
7211,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, not clad, plated or coated",Iron and Steel,10,7211000000,45297
7212,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, plated or coated",Iron and Steel,10,7212000000,45432
7213,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel",Iron and Steel,10,7213000000,45501
7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling",Iron and Steel,10,7214000000,45521
7215,Other bars and rods of iron or non-alloy steel,Iron and Steel,10,7215000000,45544
7216,"Angles, shapes and sections of iron or non-alloy steel",Iron and Steel,10,7216000000,45554
7217,Wire of iron or non-alloy steel,Iron and Steel,10,7217000000,45655
7218,III. STAINLESS STEEL,Iron and Steel,10,7218000000,45686
7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,Iron and Steel,10,7218000000,45686
7219,"Flat-rolled products of stainless steel, of a width of 600 mm or more",Iron and Steel,10,7219000000,45704
7220,"Flat-rolled products of stainless steel, of a width of less than 600 mm",Iron and Steel,10,7220000000,45757
7221,"Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel",Iron and Steel,10,7221000000,45782
7222,"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel",Iron and Steel,10,7222000000,45785
7223,Wire of stainless steel,Iron and Steel,10,7223000000,45846
7224,"IV. OTHER ALLOY STEEL; HOLLOW DRILL BARS AND RODS, OF ALLOY OR NON-ALLOY STEEL",Iron and Steel,10,7224000000,45855
7224,Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel,Iron and Steel,10,7224000000,45855
7225,"Flat-rolled products of other alloy steel, of a width of 600 mm or more",Iron and Steel,10,7225000000,45881
7226,"Flat-rolled products of other alloy steel, of a width of less than 600 mm",Iron and Steel,10,7226000000,45913
7227,"Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel",Iron and Steel,10,7227000000,45961
7228,"Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel",Iron and Steel,10,7228000000,45971
7229,Wire of other alloy steel,Iron and Steel,10,7229000000,46032
7301,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",Iron and Steel,10,7301000000,46040
7302,"Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole plates (base plates), rail clips, bedplates, ties and other material specialised for jointing or fixing rails",Iron and Steel,10,7302000000,46043
7303,"Tubes, pipes and hollow profiles, of cast iron",Iron and Steel,10,7303000000,46060
7304,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",Iron and Steel,10,7304000000,46063
7305,"Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross-sections, the external diameter of which exceeds 406,4 mm, of iron or steel",Iron and Steel,10,7305000000,46148
7306,"Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",Iron and Steel,10,7306000000,46160
7307,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel",Iron and Steel,10,7307000000,46225
7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel",Iron and Steel,10,7308000000,46289
7309,"Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",Iron and Steel,10,7309000000,46303
7310,"Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",Iron and Steel,10,7310000000,46311
7311,"Containers for compressed or liquefied gas, of iron or steel",Iron and Steel,10,7311000000,46324
7312,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated",Iron and Steel,10,7312000000,46331
7313,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel",Iron and Steel,10,7313000000,46352
7314,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel",Iron and Steel,10,7314000000,46353
7315,"Chain and parts thereof, of iron or steel",Iron and Steel,10,7315000000,46374
7316,"Anchors, grapnels and parts thereof, of iron or steel",Iron and Steel,10,7316000000,46391
7317,"Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 8305) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads of copper",Iron and Steel,10,7317000000,46392
7318,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel",Iron and Steel,10,7318000000,46407
7319,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included",Iron and Steel,10,7319000000,46568
7320,"Springs and leaves for springs, of iron or steel",Iron and Steel,10,7320000000,46573
7321,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel",Iron and Steel,10,7321000000,46619
7322,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot-air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel",Iron and Steel,10,7322000000,46635
7323,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",Iron and Steel,10,7323000000,46642
7324,"Sanitary ware and parts thereof, of iron or steel",Iron and Steel,10,7324000000,46658
7325,Other cast articles of iron or steel,Iron and Steel,10,7325000000,46668
7326,Other articles of iron or steel,Iron and Steel,10,7326000000,46693
8411,"Turbojets, turbopropellers and other gas turbines",Aircraft parts,1,8411000000,47749
8443,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof",Computers and software,4,8443000000,48538
8471,"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",Computers and software,4,8471000000,48984
8473,"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 8469 to 8472",Computers and software,4,8473000000,49065
8501,Electric motors and generators (excluding generating sets),Electrical equipment,6,8501000000,49497
